name,phone
Speedmex Rent-A-Car Sdn Bhd,+6 (04) 6459476
Splendours Holidays Sdn. Bhd.,+60 (19) 8832794
Spring Travel Services Sdn. Bhd.,+60 (016) 7777580
Spring View Holiday Sdn.Bhd,+60 (03) 27108645
SPS Smart Travel & Tours Sdn Bhd,+60 (04) 4214936
Sri Aity Travel & Transport Sdn. Bhd.,+06 (03) 79811781
Sri Al Sufi Travel & Tours Sdn Bhd,056480457
Sri America Travel Corporation Sdn. Bhd.,+60 (03) 21429155
Sri Bayu Travel & Tours Sdn. Bhd.,+06 (011) 36611981
Sri Comm Travel Services Sdn. Bhd.,+60 (03) 22743077
Sri Impian Holidays & Recreation Sdn. Bhd.,+60 (04) 5825858
Sri Kannan Holidays Sdn. Bhd.,+6 (016) 5423966
Sri Kedawang Travel & Tour (W) Sdn. Bhd.,+60 (03) 41443176
Sri Maju Tours & Travel Sdn. Bhd.,+6 (05) 2535367
Sri Marong Travel & Tours Sdn Bhd,+09 (223) 3635
Sri Meenakshi Travel & Tours Sdn. Bhd.,+6 (05) 2494998
Sri Persiaran Timur Travel Sdn Bhd,+06 (03) 6309789
Sri Phoenix Travel & Tours Sdn. Bhd.,+60 (04) 4217588
Sri Sutra Travel Sdn. Bhd.,+06 (03) 40266600
Sri Tangent Travel & Tours Sdn Bhd,+06 (03) 33712172
Sri Tasek Travel & Tours Sdn. Bhd.,+06 (088) 242444
Sri Theven Travel & Tours Sdn. Bhd.,+06 (03) 32248776
Sri Tuah Travel and Tour Sdn Bhd,+6 (06) 2930620
Sriamera Holidays (M) Sdn. Bhd.,+60 (03) 87065177
Sriwa Travel & Tours Sdn Bhd,+60 (03) 79847919
ST Nivel Tour Sdn Bhd,+60 (05) 3126178
Staging Connections Events & Travel Sdn Bhd,+06 (07) 6630666
Star Hill Travel Sdn Bhd,+60 (03) 33263185
Star Seven Hundred Travel Sdn Bhd,+06 (06) 5293700
Star Vision Travel & Tours Sdn Bhd,+06 (07) 2241616
Star Walk 7 Holidays Sdn Bhd,+03 (8941) 4144
STC Travel Sdn Bhd,+06 (03) 21489700
STF Revenue (MM2H) Sdn Bhd,+6 (03) 33412539
Sticky Rice Travel Sdn. Bhd.,+60 (088) 203026
Stoneway Travel And Tours Sdn. Bhd.,+60 (012) 2079136
Straits Central Travel & Tours Agencies Sdn Bhd,+06 (082) 240656
STS World Tours & Travels Sdn Bhd,+006 (17) 6125847
Suasana Holiday Sdn. Bhd.,+60 (04) 7344873
Subhiyah Travel & Tours Sdn. Bhd.,+60 (03) 21711553
Suedostasien Reise Holiday Consultants Sdn. Bhd.,+60 (03) 58827137
Suhaa Travel & Tours Sdn. Bhd.,+06 (07) 3329195
Suka Jaya Travel & Tours Sdn. Bhd.,+60 (05) 7212360
Suka Travel & Tours Sdn Bhd,+60 (12) 3368638
Sukaborneo Travel Sdn Bhd,+60 (88) 486767
Sukau Greenview Travel & Tours Sdn. Bhd.,+06 (089) 212912
Summer Bay Travels & Tours Sdn Bhd,+60 (09) 6239911
Summer Holiday Travel & Tour Sdn. Bhd.,+60 (082) 239191
Summer Zone Holidays Sdn Bhd,+6 (04) 2817628
Summersun Vacation Services Sdn Bhd,+06 (03) 21413022
Sun Gold Travel Sdn Bhd,+60 (03) 26914282
Sunbay Holiday Sdn Bhd,+60 (010) 5253788
Sunbriz Holidays & Events Sdn Bhd.,+60 (03) 42880128
Sunlida Travel & Tours Sdn. Bhd.,+60 (03) 33420751
Sunny Rainbow Tours & Travel Sdn Bhd,+06 (088) 422110
Sunny Worldwide Holidays Sdn. Bhd.,+60 (03) 40211778
Sunrise Tours & Travel Sdn. Bhd.,+06 (03) 21418022
Suntravel Sdn. Bhd.,+06 (082) 422023
Sunway Travel Sdn. Bhd.,+06 (03) 56399032
Super Clean Holiday & Tour Sdn Bhd,+06 (05) 6832222
Super Green Travel & Tous Sdn Bhd,+60 (03) 31815882
Super Service Travel Agency (M) Sdn.Bhd,+06 (09) 7444999
Super Sightseeing Holidays Sdn. Bhd.,+06 (088) 233638
Super Tours & Travel Service Sdn. Bhd.,+60 (04) 3235000
Superb Holiday Sdn Bhd,+60 (13851) 9889
Superior Travel & Limousine Sdn. Bhd.,+06 (07) 2556076
Supremo Travel Sdn Bhd,+6 (089) 777991
Suri Travel & Tours Sdn Bhd,+60 (03) 21170088
Suria Car Rental & Tour Sdn. Bhd.,+06 (03) 33488800
Suria Class Travel & Agency Sdn. Bhd.,+60 (04) 6461766
Suria Excellence Travel & Tours Sdn Bhd,+60 (09) 2506199
Suvensa Travel & Tours Sdn. Bhd.,+6 (05) 7765995
Suza Holidays Sdn Bhd,+60 (016) 8818153
Sweet Transport & Tour Sdn. Bhd.,+60 (12) 2065454
SWV Tours Sdn. Bhd.,-
Syabila Travel & Tours Sdn Bhd,+60 (4) 7143000
Syarikat Pelancongan Yaskin Sdn. Bhd.,+60 (09) 7443136
Syarikat Perusahaan Azam Travel Sdn. Bhd.,+60 (04) 4901588
Syaza Travel & Tour Sdn Bhd,+06 (03) 42962019
Sylvarina Skyline Travel & Tours Sdn. Bhd.,+06 (03) 20720105
Symphony Travel and Tours Sdn. Bhd.,+60 (09) 7859189
Synergy Tours (Borneo) Sdn. Bhd.,+06 (088) 246406
Synergy Tours Sdn. Bhd.,+06 (03) 27703515
Syoknya Travel Sdn Bhd,+6 (019) 4491170
Syunaz Travel & Tours Sdn Bhd,+60 (13) 9066703
T & T Travel & Cargo Sdn. Bhd.,+06 (082) 425688
T For Travel Sdn Bhd,+60 (17) 9930575
Tabin Wildlife Holidays Sdn. Bhd.,+60 (088) 267266
Tadzmahal Travel & Tours Sdn Bhd,+60 (88) 270052
Tahan Holidays Sdn. Bhd.,+60 (03) 56361898
Tahir Transport & Tours Sdn Bhd,+6 (07) 2554600
Tai Moh Holidays Sdn. Bhd.,+60 (6) 3356388
Taikar Holidays (Travel Group) Sdn. Bhd.,+60 (03) 26915555
BMC Travel Sdn. Bhd.,+60 (03) 21611448
Taj Tours (Malaysia) Sdn. Bhd.,+6 (019) 2868899
Tak Cheung Travel Service Sdn. Bhd.,+06 (03) 92055433
Takzim Travel & Tours Sdn Bhd,+60 (03) 40455460
Tambisan Travel & Tours Sdn Bhd,+60 (89) 633870
Tan Yong Sing (2018) Sdn Bhd,+60 (085) 755240
Tanahmas Travel Trading Sdn. Bhd.,+60 (082) 507878
Tanjung Aru Tours & Travel Sdn Bhd,+60 (16) 5887876
Tantanhan Tour Development Sdn Bhd,+60 (088) 413582
Tapai Mega Holiday Sdn.Bhd.,+60 (09) 8597358
Tareeq Al Jannah Travel & Education Sdn Bhd,+60 (03) 55258877
Tashin Travel Sdn Bhd,+60 (012) 4019320
Tavan Travel & Tours Sdn. Bhd,+60 (88) 204121
Tawfir Travel & Tours Sdn Bhd,+60 (09) 9598055
Tay Travel Service Sdn Bhd,+60 (088) 255888
TC Tour & Travel Sdn. Bhd.,+60 (089) 215390
TCH Happy Holidays Sdn Bhd,+6 (019) 4413175
Team Leisure Travel Agencies Sdn Bhd,+60 (084) 344577
Team World Travel Sdn Bhd,+60 (06) 3361700
Tedsim Travel & Tours Sdn. Bhd.,+60 (085) 412113
Tedulous Travel & Tours Sdn. Bhd.,+06 (04) 9666588
Telang Usan Travel & Tours (Sarawak) Sdn Bhd,+60 (082) 415588
Tembara Travel & Tours Sdn Bhd,(088) 787388
Tenaga Insan Travel & Tours Sdn. Bhd.,+6 (03) 55114553
Tera Travel & Tours Sdn Bhd,+06 (088) 231775
Teraju Holidays Sdn.Bhd.,+6 (03) 58876914
Teraju Travel & Tours Sdn Bhd,+019 (981) 3366
Terlajak Travel Sdn Bhd,+60 (11) 26775661
Teroka Travel & Tours Sdn Bhd,+60 (019) 3707676
Tetap Sinar Travel & Tour Sdn Bhd,+60 (88) 278757
Tetsin Travel & Tours Sdn. Bhd.,-
TG Tours Sdn Bhd,+6 (03) 91076331
Tong Yan Travel & Tours Sdn.Bhd.,+6 (04) 2288678
TH Travel & Services Sdn Bhd,-
TH Travel & Services Sdn Bhd,+06 (03) 26880014
Thaj Travel & Tours Sdn. Bhd.,+06 (03) 31651213
The Diver's Sdn Bhd,+60 (19) 2253000
AF Travel Sdn. Bhd.,+60 (03) 26879699
The Guest Travel & Tours Sdn. Bhd.,+06 (06) 6484622
The Journey Ams Sdn Bhd,+6 (03) 77278339
The Lazing Wanderer Sdn. Bhd,+60 (016) 7553967
The Reef Dive Resort & Tours Sdn. Bhd.,+60 (089) 770022
The Sarawak Steamship Company Berhad,+06 (082) 243366
The Traveller Malaysia Sdn Bhd,+06 (03) 79553775
The Zioz Adventure Sdn Bhd,+60 (03) 40320221
THO Travel & Tours Sdn. Bhd.,+60 (03) 27421484
Tian Siang Travel Sdn Bhd,+60 (012) 6396105
Tiara Mass Travel & Tours Sdn Bhd,+60 (19) 7123863
Tiger Car Rental & Tours Sdn Bhd,+60 (82) 529909
Timeless Experience Sdn. Bhd.,+6 (04) 2299676
Timeless Vacation Sdn.Bhd,+06 (03) 21458600
Times Holidays Travel & Tours Sdn Bhd,+60 (88) 268833
Times.Com Travel & Tours Sdn. Bhd.,+60 (03) 89273235
Tinuke Travel And Tour Sdn Bhd,+60 (03) 21103635
Tiram Travel Sdn. Bhd.,+60 (07) 2244533
Titanium Holidays Sdn. Bhd.,+06 (03) 42918899
TITI ESBI Travel Sdn Bhd,-
TITIM Travel Sdn.Bhd.,+60 (03) 89584377
Titiwangsa Tours & Travel Sdn. Bhd.,+60 (05) 4911452
TLC Travel & Tours Sdn. Bhd.,+60 (07) 2362667
TLM Leisure & Convention Sdn. Bhd.,+06 (03) 40253088
TLM Travel & Tours Sdn. Bhd.,+06 (03) 40266510
TM Tours & Travel Sdn Bhd,+60 (03) 40314171
TME Tour & Travel Agency Sdn Bhd,+6 (04) 2260599
TMJ Mesra Travel & Tours Sdn. Bhd.,+60 (04) 4248324
TN Holiday Sdn Bhd,+6 (03) 33259498
Today Travel Services (Semporna) Sdn Bhd,+60 (089) 781113
Tong Bus & Tour Service Sdn Bhd,+06 (06) 5296563
Yuyee Holidays Sdn Bhd,+60 (7) 9328829
Toojou Travel Sdn Bhd,+60 (016) 8698611
Top Budget Travel Sdn. Bhd.,+06 (07) 3532163
Top Leisure Sdn. Bhd.,+60 (12) 6480180
Top One Travel Services Corporation (M) Sdn Bhd,+60 (7) 3343388
Top Team Travel Sdn. Bhd.,-
Topaz Travel & Tours Sdn. Bhd.,+06 (03) 79585511
Top-Line Vacation Sdn Bhd,+60 (04) 2107755
Toranj Tour & Travel Sdn Bhd,+60 (03) 86842211
Tour & Incentive Travel Sdn. Bhd.,+60 (19) 4473122
Tour Carcierge Sdn Bhd,+6 (03) 62118812
Tour Fifty-One Sdn. Bhd.,+60 (03) 21616964
Tour Link Holidays Sdn Bhd,+6 (04) 9662396
Tour2u Holidays Sdn. Bhd.,+06 (03) 42964993
Tours of Joy Sdn Bhd,+6 (012) 8938816
TRA Holidays Sdn. Bhd.,(019) 5205616
Trailways XP Tours Sdn Bhd,+60 (04) 2274006
Trans Borneo Rent A Car & Tours Sdn. Bhd.,+60 (088) 315666
Trans Malaysia Tour & Agency (Miri) Sdn. Bhd.,+6 (085) 415337
Transholidays Travel & Tours Sdn. Bhd.,+60 (03) 77282701
Transinex Travel & Tours (M) Sdn Bhd,+6 (07) 5212967
Transtar Travel & Tours Sdn Bhd,+60 (03) 21411771
Transwind Travel & Tours Sdn. Bhd.,+60 (04) 7324461
Trans-World Travel & Tour Sdn. Bhd.,+03 (03) 76609008
Transworld Travel Services Sdn. Bhd.,+60 (085) 422277
Travel & Tours Centre (Sarawak) Sdn. Bhd.,+06 (085) 433755
Travel 88 Sdn Bhd,+60 (11) 63431388
Travel Buddy Holidays  Sdn Bhd,+06 (03) 40417732
Travel Cue Management Sdn. Bhd.,+60 (03) 27102023
Travel Dynamics (M) Sdn. Bhd.,+60 (03) 78766288
Travel Factory (Malaysia) Sdn Bhd,-
Travel Factory (Malaysia) Sdn Bhd,+60 (03) 21412621
Travel Master & Car  Hire Sdn Bhd,+06 (03) 92868689
Travel Planet Sdn Bhd,+60 (03) 92211777
Travel Profiler Sdn. Bhd.,+60 (3) 55696562
Travel Tales (M) Sdn Bhd,+6 (03) 78778008
Travel Wonder Holidays Sdn Bhd,+60 (03) 90741632
Travel2u Sdn Bhd,+03 (7773) 3335
Travel4you Sdn. Bhd.,+06 (088) 232379
Travelation Holidays Sdn Bhd,+6 (012) 3185980
TravelBiz & Tours Sdn. Bhd.,+60 (03) 22988000
TravelBiz & Tours Sdn. Bhd.,-
Travelcations Incentive Sdn Bhd,+6 (03) 79880357
Travelers Hub Tours Sdn Bhd.,+6 (03) 27326615
Travelers Tours Malaysia Sdn Bhd,-
Travelflex Holidays Sdn Bhd,+60 (013) 4854536
Travelholic Vacations Sdn Bhd,+60 (3) 74993518
Travelites Travel & Tours Sdn Bhd,+60 (88) 715335
Travellers Holiday Travel & Tour Sdn. Bhd.,+60 (6) 6339790
Travelnia Tours Sdn Bhd,+60 (03) 55234033
Travelsight (M) Sdn. Bhd.,+06 (03) 21488255
Travelsmart  Vacation Sdn Bhd,+60 (04) 6383065
Travelution Holidays Sdn Bhd,+60 (3) 29358300
Travelvago Sdn Bhd,+60 (3) 56124646
Travemo Holidays Sdn Bhd,-
Travoyage Holiday Sdn Bhd,+60 (03) 64137657
Travveo Travel and Tours Sdn Bhd,+60 196772883
Trek Finder Tours Sdn. Bhd.,+60 (013) 8860080
Trend Holidays Travel & Tours Sdn Bhd,+6 (03) 56125119
Tria Travel & Tours Sdn. Bhd.,+60 (016) 5087072
Triba-East Travel Sdn Bhd,+60 (03) 0125681931
Tribe Rent A Car Sdn. Bhd.,+013 (885) 7209
Trillion Travel Group Sdn Bhd,+6 (04) 7333362
Tripcarte Sdn Bhd,+6 (03) 79721810
Tripfez Travel & Tours Sdn Bhd,+06 (03) 86013685
Tripo Travel Sdn Bhd,+088 (088) 534404
Trips4u Travel And Tours Sdn Bhd,+60 (03) 89949988
Tripz Eazy (M) Sdn Bhd,+60 (14) 6335757
Trisixty5 Holidays Sdn Bhd,+6 (03) 55232573
Triways Travel Network (M) Sdn. Bhd.,+60 (03) 77282033
Tropical Adventure Tours & Travel Sdn. Bhd.,+60 (085) 419337
Tropical Charters Sdn. Bhd.,+60 (04) 9553407
Tropical Gateway Tours Sdn Bhd,+6 (089) 202388
Tropical Hornbill Travel & Tours Sdn Bhd,+06 (082) 345570
Tropical Nature Resort And Tour Sdn. Bhd.,+60 (19319) 0694
Tropical Planet Travel & Tours Sdn Bhd,+60 (19) 6626055
Tropical Resort Lifestyle Sdn Bhd,+6 (04) 79558553
Tropical Touch Tours & Travel Sdn. Bhd.,+60 (05) 2416688
Tropika Events & Travel Sdn Bhd,+60 (17) 2699111
True Holiday Tour Sdn. Bhd.,+60 (03) 42870548
Truly Asia Travel Sdn Bhd,+60 (03) 21416678
Truly Leisure Holidays Sdn Bhd,+60 (03) 62588066
Truly Travelmart Tours & Transport Sdn. Bhd.,+60 (07) 3557999
TSN World Travel & Tours Sdn Bhd,+6 (03) 91331313
TT Holiday (MM2H) Sdn Bhd,+60 (04) 57164699
TT Travel & Tours (Segamat) Sdn Bhd,+60 (07) 9333111
TT Win Holidays Sdn Bhd,+60 (03) 89412144
TTK Tours & Travel Sdn. Bhd.,+06 (05) 8913289
TUI International Holiday (Malaysia) Sdn Bhd,+60 (3) 23303561
Tumpuan Vacation Sdn. Bhd.,+06 (03) 41481102
Tursina Travel Sdn Bhd,+6 (09) 7479090
TW Global Travel Sdn Bhd,+60 (03) 90540633
TYH Borneo Tours & Travel Sdn. Bhd.,+6 (088) 718226
TYK Adventure Tours Sdn Bhd,+60 (088) 232821
U Awesome Holidays Sdn Bhd,+006 (012) 8851869
U Dive Sdn Bhd,+6 (07) 5520352
U2 Travels & Tours Sdn. Bhd.,+60 (03) 77814180
UAK Travel & Tours Sdn Bhd,-
Ubingo Vacations Sdn Bhd,+60 (03) 21438877
UCS Travel & Tours Sdn Bhd,+6 (03) 33238139
UHB Travel & Tours Sdn Bhd,+06 (03) 55234605
UHR Travel & Tours Sdn Bhd,+06 (03) 60382639
Ukhwah Harmoni Travel & Tour Sdn Bhd,+60 (06) 2888666
UMH Travel & Services Sdn.Bhd.,+60 (03) 40224444
Umm Qays Travel & Tours Sdn Bhd,+6 (012) 2801141
Uncle Tan Wildlife Adventures Sdn Bhd,+60 (016) 8244749
Unforgetable Tour Sdn Bhd,+60 (05) 2542533
Unic Astana Holidays Sdn. Bhd.,+60 (04) 9781133
Unic Leisure Transtour Sdn Bhd,+60 (04) 9243233
Unicatay Travel & Tour Sdn. Bhd.,+60 (082) 411879
Unique Holidays Travel & Tours Sdn Bhd,+06 (05) 2422322
Unique Travel & Convention Sdn. Bhd.,+60 (03) 89662822
United Asia Vacation (M) Sdn Bhd,+60 (03) 92027066
United Galaxy Resources & Tours Sdn Bhd,+6 (03) 20708222
United Travel And Tours Sdn Bhd,+60 (03) 56111280
Uniutama Travel & Tours Sdn Bhd,+60 (04) 9232235
Universal World Travel Sdn Bhd,+60 (018) 2337888
Urban Rhythms Tours Adventures & Travel Sdn Bhd,+60 (03) 41622322
Usaco Travel Sdn. Bhd.,+60 (03) 56381508
UST Holidays Sdn Bhd,+6 (012) 4643539
Uwin Classic Tours & Travel Sdn.Bhd.,+60 (03) 62421902
V Travel Sdn. Bhd.,+60 (07) 2887878
V.I.P. Travel & Tours (M) Sdn Bhd,+60 (04) 7314050
Vacances (M) Sdn Bhd,+06 (03) 79585678
Vacation Connection Sdn Bhd,+60 (03) 91340055
Vacation Hub Travel & Tours Sdn. Bhd.,+60 (07) 5207119
Vahanah Travel & Tours Sdn Bhd,+6 (012) 5268042
Venture Car Rental Sdn. Bhd.,+06 (019) 2362348
Venus Asia Travel & Tours (M) Sdn. Bhd.,+016 2961171
VG Maju Tour & Travels (M) Sdn. Bhd.,+60 (03) 51221410
VGO Holidays Sdn Bhd,+06 (03) 42850188
VI Vacation & Travel Services Sdn Bhd,+60 (88) 447997
Via Vacation and Travel Sdn. Bhd.,+60 (03) 74954854
Victorious Travel & Tours Sdn Bhd,+60 (84) 658850
Victory Vacation (M) Sdn Bhd,+60 (012) 3574567
Vigourmarine Transtour Sdn. Bhd.,+60 (012) 9062369
Viitravels Sdn Bhd,+60 (03) 22015366
Viking Tours & Travel (M) Sdn. Bhd.,+60 (06) 2881195
Villaco Borneo Tours Sdn Bhd,+6 (088) 714453
Village Holiday Sdn Bhd,(013) 8762442
Villagers Travel & Tours Sdn. Bhd.,+60 (012) 7387700
Vimal Travel & Tours Sdn Bhd,-
Violet Travel & Tours Sdn.Bhd.,+60 (03) 21630980
VIP-Corporate Travel & Tours Sdn Bhd,+60 (12) 2890388
Vision Tours & Travel (M) Sdn. Bhd.,+60 (04) 9667080
Visioncar Global Holidays Sdn Bhd,(012) 7880587
Vislamic Travel and Tours Sdn Bhd,+60 (12) 2004958
Vivendi Travel & Tours (M) Sdn. Bhd.,+60 (03) 78051168
Vivid Vacation Sdn Bhd,+006 (19) 9771788
VR Tour & Travel Sdn. Bhd.,+60 (10) 8062626
VS Adventure Travel Sdn Bhd,+60 (04) 9666772
VTS Holidays Sdn. Bhd.,+6 (014) 6539697
VTS Travel & Tour Services Sdn. Bhd.,+60 (07) 4310710
Wab Travel & Tours Sdn Bhd,+60 (9) 3557221
Wafi Holidays Sdn. Bhd.,+60 (04) 7595713
Wah Tung Travel Sdn. Bhd.,+60 (085) 411288
Wah Tung Travel Service Sdn. Bhd.,+60 (082) 248888
Waidy Limo Travel & Tours Sdn Bhd,+60 (07) 3519570
Waikiki Travel & Tours Sdn Bhd,+6 (05) 2531919
Walasa Tour & Travel Sdn Bhd,+60 (03) 40426706
Wan Vacation Sdn Bhd,+06 (014) 7444440
Wan Zakaria Travel & Tours Sdn Bhd,+60 (082) 663500
Wanija Travel & Tours (M) Sdn Bhd,+60 (06) 6777544
Warisan Juara Travel & Tours Sdn Bhd,+60 (03) 51246387
Warnaceria Holidays & Tours Sdn Bhd,+60 (04) 9760606
Wat Seng Travel & Tours (M) Sdn. Bhd.,+06 (07) 4341998
Water World Holidays Sdn Bhd,+60 (12) 8666666
Wau Travel & Tours Sdn Bhd,+60 (018) 2136922
Wawasan Sutera Travel & Tours Sdn. Bhd.,+60 (03) 33441999
WB Tours & Travel Sdn. Bhd.,+60 (016) 8331462
We Rich Travel And Tours Sdn Bhd,+6 (012) 5182481
Wejoy Tours & Travel Sdn Bhd,+60 129651288
Wendy Tour Sdn. Bhd.,+06 (03) 21488131
WGS Discovery Tours and Travel (M) Sdn. Bhd.,+60 (011) 23195098
Whe Mumtaz Travel & Tours Sdn. Bhd.,+60 (09) 6301515
Widad Tours & Travel Sdn Bhd,+60 (04) 7007374
Wilian Travel Sdn. Bhd.,+60 (085) 416221
William Sim Travel & Tours (M) Sdn Bhd,+60 (06) 9513850
Wing Tat Holiday Sdn Bhd,+6 (017) 8133199
Winland Transtour Sdn. Bhd.,+06 (04) 9667718
Winland Travel & Tours (Malaysia) Sdn Bhd,-
Wins Vacation Services Sdn Bhd,+06 (03) 78751199
Winter Travel & Tours Sdn. Bhd.,+60 (03) 33421510
Wira Saujana Travel & Tours Sdn Bhd,+06 (03) 62429944
Wisdom Travel Sdn Bhd,+60 (03) 80715619
Within Earth Holidays Sdn. Bhd.,+60 (03) 21663969
Wiya Travel & Tours Sdn Bhd,+60 (03) 89596242
WM Travel & Tours Sdn Bhd,+60 (09) 5682222
Woguides Adventure Sdn Bhd,-
Wonder City Holidays Sdn Bhd,+60 (04) 9671088
Wonderfly Travel Sdn. Bhd.,+60 (3) 58702278
World And Us Tourism Sdn Bhd,+60 (019) 3801990
World Avenues Travel & Tours Sdn. Bhd.,+60 (03) 21611566
World Connection Travel Sdn Bhd,+60 (3) 77722677
World Discovery Travel (M) Sdn. Bhd.,+06 (03) 20261128
World Express (M) Sdn Bhd,+6 (03) 21489601
Warita Travel & Tours (M) Sdn Bhd,+60 (16) 7187951
World Link Travel Sdn. Bhd.,+60 (03) 21427888
World Mekka Tours Sdn Bhd,+60 (088) 212207
Worldtravellers DMC Sdn. Bhd.,+60 (03) 22827201
Worldtravellers DMC Sdn. Bhd.,+60 (03) 22827201
Worldtravellers DMC Sdn. Bhd.,+60 (03) 22827201
Worldwide Aviation Agencies Sdn. Bhd.,+60 (03) 21423111
Worldwide Diamond Tours & Travel Sdn Bhd,-
Worldwide Express Holidays Sdn. Bhd.,+60 (06) 6318288
WP Travel Sdn Bhd,+60 (012) 3184400
WPMS Tours & Travel Sdn. Bhd.,+06 (016) 8134300
WS Rent-A-Car Sdn Bhd,+06 (03) 27001722
WS Tours International Sdn. Bhd.,+60 (04) 6386117
WSF Travel & Tours Sdn. Bhd.,+60 (03) 61783288
Wu Xing Holiday Sdn Bhd,+60 (088) 212814
WWM Travel (M) Sdn. Bhd.,+60 (012) 2298314
WWW Best Holiday Sdn Bhd,+60 (03) 21416333
Xiao Qiang Holidays Sdn Bhd,+6 (04) 9665576
Xing Fu Tours (M) Sdn Bhd,+06 (06) 2328989
Xpedition Travel Sdn Bhd,+60 (04) 2299622
Xplorex Travel & Tours Sdn Bhd,+60 (019) 8879076
X'Tra Nice Holidays Sdn Bhd,+60 (04) 5070668
Y & Z Gemilang Travel & Tours Sdn. Bhd.,+06 (019) 9144118
Y.K.F. Travel & Tour Sdn. Bhd.,+06 (03) 42705814
Yafo Travel & Tours Sdn. Bhd.,+60 (09) 5562688
Yakity Tours Sdn Bhd,+60 (03) 62039881
Yashwant Adventure And Tour Sdn. Bhd.,+60 (012) 9199014
Yeah Holiday Travel & Tours Sdn Bhd,+60 (019) 8619836
Yellow Trading Travel Sdn Bhd,+60 (05) 3668184
Yes Travel & Holidays Sdn. Bhd.,+60 (03) 90540011
Yes Win Holidays Sdn Bhd,+60 (03) 61897003
YHA Travel & Tours (M) Sdn. Bhd.,+60 (03) 42701522
Yiros Tours & Travel Sdn Bhd,+60 (09) 4565892
YK Travel & Tours Sdn Bhd,+60 (088) 249679
YL Travel & Tours Sdn Bhd,+06 (03) 80820111
Yokoso Travel Sdn Bhd,+60 (03) 50312879
You Wings Holidays Sdn Bhd,+60 (03) 27329355
Youtrip Travel And Tour Sdn Bhd,+6 (012) 4201033
Yoyo Holiday Sdn Bhd,+60 (05) 5457669
YS Mariculture Adventure Sdn Bhd,+60 (88) 492656
YSL Travel & Tours Sdn. Bhd.,+6 (03) 32903500
Yuandachen Holiday Sdn Bhd,+60 (012) 3298910
Yun Sheng Travel & Rent A Car Sdn Bhd,+6 (088) 317729
Yuyee Holidays Sdn Bhd,+60 (7) 9328829
ZA International Tours & Vehicle Rental Sdn Bhd,+60 (13) 8638559
Zafco Travel & Tours Sdn. Bhd.,+60 (03) 88888801
Zafirah Travel & Tours Sdn Bhd,+60 (03) 26971511
Zahin Travel Sdn Bhd,+6 (012) 5916586
Zahra Travel Adventure Sdn Bhd,+60 (016) 4241409
Zaini Travel And Tours Sdn. Bhd.,+60 (05) 7219608
Zam Zaman Travel & Tours Sdn Bhd,-
Zamar Travel & Tours Sdn. Bhd.,+60 (03) 87249774
Zeala Travel & Tours Sdn. Bhd.,+60 (43000) 0387301242
Zeenath Travel &Tours Sdn. Bhd.,+6 (03) 26977579
Zero Scuba Travel & Tour Sdn Bhd,+60 (16) 8483913
Zest Leisure Travel & Tours Sdn Bhd,+60 (03) 61500292
ZHB Hijrah Travel Sdn Bhd,+60 (03) 80813435
Zinda Berkat Travel and Tours Sdn Bhd,+60 (05) 3111157
Z'Tronic Holidays Sdn. Bhd.,+60 (03) 21489544
Zuhud Holiday Sdn. Bhd.,+60 (03) 83181811
Zulkama Travel & Tours (M) Sdn Bhd,+60 (05) 5294545
Zunaz Travel Sdn. Bhd.,+6 (082) 659777
